transaction_id,customer_age,purchase_amount,product_category,payment_method,is_fraud,transaction_time
47bfdf70-4f28-411f-7381-8b9d390e2b74,57,908.1984119408146,food,credit_card,0,2020-01-06T01:33:46.039627
494e2526-ddef-87ba-ac05-90761e74608a,43,998.8266665805154,electronics,debit_card,1,2020-06-05T13:53:02.071441
126db321-ec5a-7a43-3487-3b9c0448d780,53,1366.298503987948,clothing,debit_card,1,2020-02-16T13:52:01.403416
9302d14e-6d31-4770-27ef-da2268165571,33,4511.751123293082,food,credit_card,0,2020-05-12T11:50:14.915833
d7c245f3-e9d5-e37a-efdf-51636518c19b,20,2500.2041121688676,electronics,credit_card,0,2020-09-14T03:00:43.660988
c8ada2e5-afd9-b15e-4b5d-e7028f5bc61e,18,1122.2668065007229,clothing,credit_card,0,2020-11-24T21:30:17.063395
f3e84b59-a00e-b894-dbdf-c3b8333d09b3,54,956.6060372188887,toys,credit_card,1,2020-08-30T17:37:40.582962
cdfaaf49-4cdb-574b-d8a5-9a45fe4e497b,50,2996.919323363963,food,credit_card,1,2020-12-03T06:41:52.943208
9589494b-1f2d-bf26-b181-487b89b78fb6,19,2934.196810525289,clothing,debit_card,1,2020-03-08T13:56:07.392306
3e8d1997-dce2-8b03-045d-f30b55adf9e7,57,3182.223869520097,food,bank_transfer,0,2020-06-29T09:42:57.758955
85598b98-a010-b758-b51d-790f812e488b,51,1118.56600110842,clothing,credit_card,1,2020-05-06T07:06:30.710205
cb709df1-d1f4-44ee-1f56-acf76b1c1723,59,1709.7879696707048,electronics,credit_card,1,2020-11-26T21:25:24.569208
ac2af101-2c3b-29a0-5be7-b0acfad92431,60,1699.3697163725978,food,credit_card,0,2020-08-04T02:03:58.696282
93a1eaae-0d34-5ff5-9247-c5849925536d,31,4741.279702462994,food,credit_card,1,2020-07-22T06:36:59.542764
cfffe60f-7e11-2768-ef08-069934d177d9,34,2675.2714727545153,books,credit_card,0,2020-09-25T20:08:09.886389
0b7d5bd3-5408-42b9-0aef-0927e319ae7f,32,3887.745318117609,toys,debit_card,1,2020-01-18T17:08:56.429449
a42eb4dd-8cf8-fb0b-5fdc-9b75da021743,60,237.02174347966803,clothing,debit_card,0,2020-10-31T03:27:25.731800
9e0ab58d-689c-6bf1-0b05-e6ff9a449239,40,2389.8708474983437,food,debit_card,1,2020-01-27T00:38:39.572831
a9f8488f-8ed4-94e4-d649-63eb37ac8478,59,2151.132465683667,electronics,paypal,1,2020-05-24T19:26:50.683046
d911a99c-39f6-01cb-af1b-eb3294b89e63,42,4807.298734299446,books,paypal,1,2020-12-03T19:57:53.539678
a0d43b5f-66b6-70f0-a691-c7251582186d,76,378.1109155996831,electronics,debit_card,1,2020-07-20T20:12:24.110476
6f0ab972-2419-0247-90e8-1d3ff80b10e5,36,4824.559272230617,clothing,debit_card,0,2020-08-01T03:22:09.160620
bf4fa194-9d50-bb06-177f-1040410612a9,37,4587.406354261334,food,credit_card,0,2020-02-20T04:02:47.946527
e647033d-0dd0-89e6-c0bb-4b8bc08eaf35,53,4804.349574011675,electronics,paypal,1,2020-04-20T18:12:56.977166
6f72558d-8a35-932b-9c76-dea34a3e6277,40,4913.4549265479245,food,credit_card,1,2020-12-18T06:18:10.772511
54fca22b-70f8-4adc-bffd-e6cd6b0c4e92,75,1273.3627216389687,toys,credit_card,0,2020-10-13T03:53:38.821479
f16bff26-9458-9af7-1355-fd8082bf310d,26,4702.904638691089,books,credit_card,1,2020-04-27T11:05:14.250871
839dbf9b-26ea-0cd7-83a8-db9bf6c60e33,72,114.72310900420291,books,paypal,0,2020-02-11T02:38:17.990980
1774da5a-d437-4cc6-1054-2a106af52f8c,18,2653.9954407378887,electronics,debit_card,0,2020-12-21T00:31:14.962522
0c97e86c-e222-7aa4-675f-9d9103799470,61,1014.2512913857922,electronics,credit_card,0,2020-07-12T10:03:00.298524
da61f54a-fbd2-52bb-5e30-5cb30613e342,49,1267.8627704493683,books,credit_card,1,2020-05-31T01:58:52.364062
4fbc8a5e-b0b0-656c-ebf1-f4745faf57f3,48,2449.827664766497,clothing,credit_card,0,2020-10-13T02:18:15.892850
3cb2dabe-60e8-85d6-4946-a0bbc9f22a1f,74,2315.8989135134825,electronics,credit_card,0,2020-02-10T19:26:13.634047
8673f6d6-445a-f0ff-bb84-9e920d4cc798,23,4699.696240008857,clothing,credit_card,0,2020-08-03T15:32:07.369777
b72eaf2b-1bb3-2d56-4a65-5e0f18582cd3,46,4913.0946054746955,toys,paypal,1,2020-08-04T08:59:05.977368
e7487199-bb62-b439-c1e7-f5b10e2e9f7b,28,1975.9509555772956,electronics,bank_transfer,0,2020-05-06T13:17:45.404276
bb12cb36-088a-005c-2848-cb04d0b15ece,63,364.28735932951264,clothing,credit_card,1,2020-06-14T19:45:28.245563
7fff175e-0968-37a3-9534-87441f9de583,23,3212.7310180102177,clothing,debit_card,1,2020-03-17T19:55:41.613974
76bc4fff-4b13-8533-c5b5-4ba87aba59f9,56,4603.703549262444,clothing,credit_card,1,2020-10-20T00:16:15.657686
17c62eaf-cb31-183a-3634-de90b80d3f68,62,4923.572385902192,food,credit_card,1,2020-10-05T17:08:23.894773
1ecdb67b-15cb-bc72-3a5b-5114a11bf134,44,387.2435465501624,toys,credit_card,1,2020-05-12T03:59:58.934323
0d3c59ec-1c9b-b65e-61ed-7821e56fba8b,34,2373.482644294337,food,credit_card,1,2020-10-24T12:43:51.752717
7eddd887-f378-dd5e-34c4-deb73752234b,73,2712.475155671585,clothing,credit_card,1,2020-06-24T15:34:35.290743
cf533c15-442b-df02-0cf3-79fa94caa902,51,639.6894437967886,toys,credit_card,0,2020-07-07T14:16:21.740639
dbf045c1-b9d4-1216-5cf9-ba3874066be8,18,4565.464282575042,clothing,debit_card,1,2020-04-04T06:30:41.984426
b4e68a11-05a9-d4f8-b77b-f591de39d6ef,44,4221.654215823398,electronics,paypal,0,2020-11-13T02:19:33.007381
56d2541d-9c09-a109-f58e-ece77ee0bb07,39,489.41897774358415,clothing,credit_card,0,2020-05-24T14:45:50.322042
07445586-2dab-30f5-ec6d-457978108076,49,979.9678238431247,electronics,paypal,1,2020-03-18T07:45:34.543793
6feead4d-a980-0363-18bf-82d230b9f3b5,27,4725.67045350312,books,credit_card,1,2020-08-04T14:41:50.817059
4c6c50ae-c40e-e4ba-9960-608c3b8231cb,44,3200.4537777355604,clothing,paypal,0,2020-07-27T11:54:31.486600
0e0ef134-fc72-8934-080a-c42ecaba6090,61,591.5085336133008,electronics,paypal,0,2020-12-19T09:49:48.838508
b66200f8-856e-f8d0-2a84-52af39e9e550,42,3963.112759900255,toys,debit_card,0,2020-03-03T20:36:32.864291
4e6fe24e-bcc1-e489-7227-1dd2575ed71b,70,898.9511825246193,electronics,credit_card,0,2020-02-03T17:55:38.189364
8bb56f49-1b2a-9154-4f50-2d2806932d28,25,240.2861458553694,electronics,bank_transfer,1,2020-10-20T21:59:22.777534
bdef1a84-1367-e6d1-f9c7-6773d8af94bf,22,1711.6548268963606,electronics,paypal,0,2020-12-13T19:40:57.181755
e069dad9-a6e7-aadf-0d3d-7ea9925f0152,74,3971.943432598888,electronics,debit_card,0,2020-07-11T22:11:04.852742
6f1ef8da-d2e8-3be3-6a16-f4a72bd0ad7d,46,4083.9132913399,electronics,credit_card,0,2020-01-03T20:34:36.477245
75e7cc4b-014d-6860-f345-69e866606b58,61,4358.5267413927195,clothing,credit_card,0,2020-07-22T02:08:24.002453
44fea65d-f6de-584b-747f-afd4b4f3b558,51,2883.3650108318266,food,credit_card,1,2020-01-17T19:55:37.566364
59f52b12-278a-6c02-38f5-202064f92089,43,2760.056255430821,books,credit_card,1,2020-09-26T13:52:08.059499
34f64e52-1f93-fdb5-d8f6-d0950948b24f,50,2563.737741672211,electronics,debit_card,0,2020-07-14T15:30:53.780395
41217d73-0d03-64c5-4f11-7fb34405952f,33,4877.760357992789,clothing,debit_card,1,2020-04-20T10:25:51.434890
83292034-c981-533d-ffad-99266eac7b61,68,1645.4983804077306,toys,credit_card,0,2020-05-04T21:35:14.750213
49611cdb-b696-cdc1-ebd6-6ddfa92defbb,25,4209.541276834093,books,credit_card,1,2020-09-29T10:23:14.312186
0babf7e5-d4d7-32af-e351-dc0cf217f45f,28,4872.84862100163,food,debit_card,0,2020-11-23T15:25:51.406127
09a0008c-5146-d6d9-bf39-b684587836df,72,564.8314994328382,books,credit_card,1,2020-08-17T22:08:09.867451
edea8ff5-94de-1515-7693-95b523a667c4,55,1597.3424783276903,toys,credit_card,0,2020-08-05T17:09:46.393421
56e45a6c-34ce-0568-bc32-ce36a68795a0,27,996.3412121785834,toys,credit_card,0,2020-01-12T10:42:31.138375
7f2c932e-d8ee-319f-87c6-e12f01a80e22,76,346.393651996408,clothing,credit_card,0,2020-04-13T03:51:34.347532
56a28d88-afef-84f0-8adc-a849e35969db,37,2366.8519724807898,food,paypal,1,2020-11-29T22:52:09.309278
305ed3de-2a87-bf58-22e1-6b2e8f313ee8,32,3042.4774037344932,food,debit_card,1,2020-03-27T03:11:27.534310
d5b1085e-537d-cc59-b6fa-dc85c49157da,57,4215.176341510088,electronics,credit_card,0,2020-09-19T15:03:20.055126
45f182be-ae0a-5407-972c-46e12e0a9607,38,4275.312768988895,toys,paypal,0,2020-03-23T03:57:21.289294
c44b60af-faf1-7415-0e81-8a73b0ec0dc5,57,4446.8417577588225,food,credit_card,0,2020-01-20T21:17:13.283857
85b65d46-4a60-aaea-5e9d-85ec3729cdbb,42,778.3677101275711,clothing,paypal,0,2020-06-09T13:49:39.583744
3c74dfec-6347-2044-6632-38d1f76e3102,44,3345.3484054840037,electronics,credit_card,0,2020-04-24T14:47:49.500624
a4a7d6a6-177c-945c-2203-d3d236a63686,80,100.93493880391928,books,paypal,0,2020-11-15T10:17:28.632792
aaaa527e-88ef-73dc-6691-2790f127b577,28,598.4735674943164,books,debit_card,0,2020-06-19T12:15:08.923449
97a3b4a8-c787-cd7a-4e5e-5663923b3c15,43,15.769462939992627,electronics,credit_card,0,2020-06-08T14:04:46.154559
dd31410c-775f-2345-a709-056447c4af17,45,776.1850621104522,clothing,debit_card,0,2020-08-30T22:06:08.387214
acdbfd07-2a84-b83d-296b-b690278e4fcb,40,4674.425008302724,toys,paypal,0,2020-07-21T16:42:44.224418
bdde325a-cf2a-1196-0e19-8ff4604e26c2,78,1162.299738255162,electronics,paypal,0,2020-10-10T07:46:35.747902
6aec4331-ebb5-b205-e076-7e27c9909ed7,58,1467.2621553322535,clothing,credit_card,0,2020-08-13T14:54:46.872440
e2d6b1a4-682a-d5ee-949d-acd92c848403,79,2587.4140352596914,books,credit_card,0,2020-08-08T03:16:29.681065
e370dcd9-666c-78b1-dcdc-3f7a2c8bf078,30,4878.389640654957,books,debit_card,0,2020-08-11T07:09:45.467453
c9306411-698f-a2c4-4509-8b418b7f366c,27,3466.7537517574283,toys,debit_card,0,2020-03-23T14:34:11.628684
53bef6f7-f436-d633-c517-b2005f469ac6,37,3214.861999363,electronics,paypal,0,2020-02-29T09:40:44.138857
4d8cd60a-55dc-f83b-ca53-65c42cbb7f09,75,1558.1917167170498,food,debit_card,0,2020-05-17T21:04:43.748596
3abd7844-e78d-545b-18a5-40a2cf09efa5,35,749.2886315903236,clothing,paypal,1,2020-02-06T17:43:50.142830
24d19e7b-b2b2-5d2e-4b46-6d4f3d1122f7,56,1539.5904904273866,food,credit_card,0,2020-07-02T00:47:33.896291
